Date,Product,Quantity,Price
2022-01-30,iphone 13,6,5999.94
2020-11-17,Airpods,7,1399.93
2023-03-21,Macbook,8,11999.92
2022-03-07,iphone 13,10,9999.9
2020-07-17,iphone 14,9,10799.91
2021-08-28,iphone 12,9,7199.91
2020-09-02,Macbook,10,14999.9
2023-02-14,iphone 12,4,3199.96
2021-10-10,iphone 13,1,999.99
2021-08-24,iphone 13,10,9999.9
2021-03-31,Airpods,7,1399.93
2020-10-04,Macbook,10,14999.9
2020-10-19,iphone 13,5,4999.95
2023-01-27,Macbook,6,8999.94
2023-01-19,iphone 12,4,3199.96
2023-07-12,iphone 13,4,3999.96
2021-09-19,iphone 12,5,3999.95
2021-03-24,Macbook,3,4499.97
2022-06-17,iphone 12,1,799.99
2022-09-16,Airpods,9,1799.91
2022-06-21,iphone 14,7,8399.93
2021-08-23,iphone 12,5,3999.95
2022-03-09,iphone 14,9,10799.91
2022-12-01,Airpods,10,1999.9
2022-06-29,iphone 12,5,3999.95
2020-12-24,iphone 13,9,8999.91
2020-07-17,iphone 13,6,5999.94
2023-05-09,iphone 14,10,11999.9
2022-10-10,iphone 14,4,4799.96
2021-09-13,Macbook,8,11999.92
2021-09-12,iphone 14,2,2399.98
2022-11-24,Airpods,7,1399.93
2021-05-01,Macbook,7,10499.93
2020-12-03,iphone 14,9,10799.91
2022-12-25,iphone 14,3,3599.97
2023-07-13,Macbook,3,4499.97
2023-04-16,iphone 12,2,1599.98
2022-08-25,Airpods,10,1999.9
2021-11-06,Macbook,2,2999.98
2020-11-08,Airpods,10,1999.9
2021-11-23,Airpods,9,1799.91
2022-08-26,Macbook,4,5999.96
2021-08-03,iphone 13,10,9999.9
2021-10-04,iphone 13,5,4999.95
2021-12-01,iphone 13,7,6999.93
2022-06-05,Macbook,2,2999.98
2023-06-28,Macbook,3,4499.97
2023-03-13,iphone 12,5,3999.95
2023-01-18,Airpods,10,1999.9
2022-02-24,Macbook,3,4499.97
2022-05-27,iphone 14,10,11999.9
2021-08-14,iphone 13,3,2999.97
2022-10-26,iphone 14,3,3599.97
2022-07-02,iphone 13,3,2999.97
2023-05-07,iphone 12,5,3999.95
2021-12-24,iphone 13,10,9999.9
2022-10-23,Macbook,1,1499.99
2022-09-21,iphone 12,3,2399.97
2021-07-12,Macbook,5,7499.95
2022-11-22,Macbook,7,10499.93
2021-03-27,iphone 12,7,5599.93
2021-12-14,iphone 14,2,2399.98
2022-08-25,iphone 13,3,2999.97
2021-04-24,iphone 13,7,6999.93
2021-03-22,iphone 13,5,4999.95
2021-06-14,iphone 12,3,2399.97
2022-05-11,Macbook,6,8999.94
2021-03-22,iphone 14,8,9599.92
2020-12-14,iphone 14,1,1199.99
2020-07-20,iphone 13,4,3999.96
2021-08-25,iphone 14,9,10799.91
2020-09-24,Macbook,8,11999.92
2023-06-22,iphone 12,9,7199.91
2021-09-21,iphone 14,5,5999.95
2020-12-20,iphone 12,7,5599.93
2023-01-12,Macbook,4,5999.96
2022-03-08,iphone 12,1,799.99
2022-07-01,iphone 14,9,10799.91
2021-06-09,Airpods,5,999.95
2021-10-21,Airpods,5,999.95
2020-12-04,Airpods,5,999.95
2021-08-28,Macbook,6,8999.94
2022-12-06,iphone 13,4,3999.96
2023-05-22,iphone 14,10,11999.9
2023-01-04,iphone 14,10,11999.9
2023-02-27,Airpods,10,1999.9
2021-05-07,iphone 12,8,6399.92
2021-04-06,Macbook,4,5999.96
2021-08-02,Macbook,8,11999.92
2023-04-24,Macbook,3,4499.97
2022-07-15,iphone 14,4,4799.96
2021-06-21,iphone 13,4,3999.96
2022-05-04,iphone 13,10,9999.9
2022-05-16,Airpods,1,199.99
2022-12-06,iphone 14,5,5999.95
2022-02-11,Airpods,1,199.99
2020-12-09,iphone 12,5,3999.95
2021-12-05,Airpods,1,199.99
2021-11-18,iphone 13,3,2999.97
2023-05-02,Macbook,4,5999.96
2022-08-23,iphone 12,6,4799.94
2021-01-21,Macbook,1,1499.99
2022-12-23,iphone 12,1,799.99
2021-02-28,iphone 13,8,7999.92
2022-04-11,Macbook,2,2999.98
2023-06-17,Airpods,8,1599.92
2022-02-23,Airpods,4,799.96
2022-12-24,Airpods,3,599.97
2022-01-15,Airpods,2,399.98
2022-10-20,iphone 14,5,5999.95
2022-01-11,iphone 13,5,4999.95
2022-06-09,Airpods,6,1199.94
2022-06-16,Macbook,7,10499.93
2020-09-08,iphone 13,5,4999.95
2021-06-24,Macbook,10,14999.9
2022-01-26,iphone 13,9,8999.91
2021-05-13,Airpods,1,199.99
2022-05-18,Macbook,1,1499.99
2020-08-22,iphone 14,2,2399.98
2023-06-29,Airpods,9,1799.91
2023-03-05,iphone 12,9,7199.91
2023-03-24,Macbook,10,14999.9
2021-05-01,Macbook,8,11999.92
2021-01-28,Macbook,8,11999.92
2023-06-27,Macbook,2,2999.98
2023-05-02,iphone 14,7,8399.93
2021-08-29,iphone 13,7,6999.93
2021-04-19,Airpods,3,599.97
2020-12-18,Airpods,10,1999.9
2022-09-29,iphone 12,6,4799.94
2020-10-15,Airpods,1,199.99
2020-12-21,iphone 12,6,4799.94
2020-07-25,iphone 12,9,7199.91
2023-05-28,iphone 14,1,1199.99
2021-03-15,Macbook,4,5999.96
2023-02-13,iphone 12,9,7199.91
2021-01-16,iphone 12,9,7199.91
2023-06-24,iphone 14,8,9599.92
2021-01-23,iphone 13,5,4999.95
2021-04-22,iphone 14,9,10799.91
2023-02-13,Macbook,3,4499.97
2021-07-03,iphone 14,6,7199.94
2023-03-07,iphone 13,4,3999.96
2020-08-29,Airpods,1,199.99
2022-11-27,Airpods,8,1599.92
2023-01-16,Airpods,3,599.97
2023-02-27,iphone 13,7,6999.93
2022-11-05,Airpods,3,599.97
2023-01-22,iphone 14,6,7199.94
2022-08-16,Macbook,5,7499.95
2021-01-20,iphone 12,4,3199.96
2022-07-12,iphone 14,3,3599.97
2022-11-02,iphone 13,6,5999.94
2020-12-22,iphone 12,7,5599.93
2022-04-28,iphone 13,2,1999.98
2023-05-03,Airpods,8,1599.92
2020-08-04,Airpods,7,1399.93
2022-05-10,Macbook,1,1499.99
2022-10-22,iphone 12,6,4799.94
2022-03-07,Macbook,7,10499.93
2022-05-13,iphone 14,2,2399.98
2022-12-19,iphone 13,5,4999.95
2020-08-24,iphone 12,6,4799.94
2021-12-28,Airpods,10,1999.9
2022-11-14,iphone 14,1,1199.99
2022-10-10,Macbook,3,4499.97
2023-02-21,iphone 12,6,4799.94
2023-06-19,Macbook,7,10499.93
2022-11-15,Airpods,7,1399.93
2020-09-08,Airpods,6,1199.94
2022-01-05,iphone 12,8,6399.92
2022-01-18,iphone 13,8,7999.92
2022-02-16,iphone 12,4,3199.96
2022-05-16,Macbook,10,14999.9
2021-06-08,Airpods,1,199.99
2023-05-06,Macbook,5,7499.95
2022-08-19,iphone 14,9,10799.91
2020-11-21,Macbook,10,14999.9
2021-04-27,Macbook,4,5999.96
2022-05-29,Macbook,8,11999.92
2021-12-22,Macbook,4,5999.96
2022-04-30,iphone 14,6,7199.94
2022-05-20,Macbook,2,2999.98
2021-12-22,Macbook,6,8999.94
2021-03-28,iphone 13,5,4999.95
2021-05-05,Macbook,7,10499.93
2023-06-25,iphone 13,10,9999.9
2021-04-23,Macbook,10,14999.9
2022-11-25,iphone 13,8,7999.92
2020-12-19,iphone 12,3,2399.97
2021-12-22,iphone 14,2,2399.98
2021-12-16,Macbook,10,14999.9
2022-11-26,Macbook,10,14999.9
2022-09-03,iphone 13,9,8999.91
2022-02-03,iphone 12,6,4799.94
2023-01-11,iphone 12,7,5599.93
2021-03-15,iphone 13,4,3999.96
2021-06-27,Airpods,8,1599.92
2022-12-12,iphone 14,9,10799.91
2022-07-03,iphone 13,6,5999.94
2022-10-04,iphone 14,4,4799.96
2022-09-17,iphone 13,9,8999.91
2022-03-28,Airpods,10,1999.9
2021-05-05,iphone 14,6,7199.94
2023-02-10,iphone 13,7,6999.93
2022-03-03,iphone 13,9,8999.91
2021-06-08,Macbook,2,2999.98
2021-03-05,iphone 14,10,11999.9
2021-12-14,iphone 14,2,2399.98
2020-11-19,iphone 14,5,5999.95
2021-04-28,iphone 14,2,2399.98
2021-12-31,iphone 14,8,9599.92
2022-01-31,iphone 12,3,2399.97
2020-09-10,Airpods,8,1599.92
2021-10-15,iphone 14,5,5999.95
2021-03-14,Macbook,6,8999.94
2021-09-17,iphone 13,6,5999.94
2021-05-17,iphone 12,10,7999.9
2021-02-03,iphone 13,8,7999.92
2020-08-05,Airpods,2,399.98
2023-01-15,Airpods,3,599.97
2021-08-25,iphone 13,1,999.99
2023-02-21,Airpods,5,999.95
2021-02-27,iphone 14,9,10799.91
2022-09-08,Airpods,2,399.98
2022-05-08,iphone 14,4,4799.96
2021-06-19,iphone 12,4,3199.96
2022-06-30,iphone 12,9,7199.91
2022-07-14,Macbook,4,5999.96
2023-05-26,iphone 12,4,3199.96
2020-11-04,Airpods,5,999.95
2020-09-13,iphone 14,6,7199.94
2022-04-28,Macbook,2,2999.98
2022-10-11,iphone 13,1,999.99
2022-05-15,Airpods,9,1799.91
2022-07-24,Airpods,5,999.95
2023-03-13,Airpods,6,1199.94
2022-09-26,Airpods,1,199.99
2021-12-10,Macbook,10,14999.9
2021-11-01,Airpods,10,1999.9
2022-05-01,Airpods,8,1599.92
2022-08-08,iphone 12,10,7999.9
2021-07-28,Airpods,2,399.98
2021-01-03,iphone 14,2,2399.98
2022-11-07,Airpods,7,1399.93
2021-03-23,Airpods,7,1399.93
2022-08-24,iphone 13,5,4999.95
2022-03-17,Macbook,2,2999.98
2021-02-13,iphone 13,9,8999.91
2021-09-07,Macbook,9,13499.91
2020-10-31,Airpods,9,1799.91
2023-06-13,Macbook,9,13499.91
2021-02-16,Airpods,9,1799.91
2022-08-11,iphone 12,3,2399.97
2021-04-07,Airpods,10,1999.9
2023-04-28,Macbook,3,4499.97
2022-12-08,Macbook,4,5999.96
2023-04-03,iphone 12,9,7199.91
2022-04-21,iphone 14,9,10799.91
2020-07-20,Airpods,8,1599.92
2022-03-05,iphone 12,2,1599.98
2022-01-28,iphone 14,9,10799.91
2021-11-02,iphone 14,1,1199.99
2020-10-10,iphone 12,3,2399.97
2022-02-05,iphone 14,5,5999.95
2023-06-10,iphone 12,9,7199.91
2020-11-16,Airpods,2,399.98
2022-07-24,iphone 13,6,5999.94
2022-07-01,Airpods,7,1399.93
2021-12-24,iphone 12,6,4799.94
2022-03-12,iphone 13,3,2999.97
2020-11-07,iphone 12,9,7199.91
2023-02-26,iphone 13,6,5999.94
2022-09-19,iphone 12,1,799.99
2022-05-28,Airpods,1,199.99
2023-05-02,Macbook,7,10499.93
2021-06-25,Airpods,6,1199.94
2021-11-28,iphone 14,5,5999.95
2021-02-12,iphone 12,1,799.99
2021-12-21,Airpods,8,1599.92
2021-11-08,iphone 14,4,4799.96
2023-05-21,Macbook,9,13499.91
2020-10-27,iphone 13,5,4999.95
2020-11-05,iphone 14,4,4799.96
2023-05-02,iphone 14,1,1199.99
2022-03-26,iphone 12,10,7999.9
2021-01-09,iphone 13,9,8999.91
2021-12-30,Macbook,10,14999.9
2021-07-28,Airpods,8,1599.92
2023-03-03,iphone 13,7,6999.93
2020-09-25,iphone 12,1,799.99
2021-11-20,Airpods,8,1599.92
2021-12-13,Macbook,3,4499.97
2020-12-08,iphone 13,7,6999.93
2020-08-24,Macbook,2,2999.98
2021-08-28,Macbook,1,1499.99
2022-02-16,iphone 12,4,3199.96
2022-05-31,iphone 12,10,7999.9
2021-06-18,iphone 14,9,10799.91
2021-01-23,iphone 13,5,4999.95
2021-07-20,iphone 13,1,999.99
2023-01-10,Macbook,6,8999.94
2021-11-08,iphone 12,4,3199.96
2022-02-13,Macbook,10,14999.9
2021-03-02,iphone 12,8,6399.92
2023-06-24,iphone 13,4,3999.96
2021-01-13,iphone 14,2,2399.98
2020-08-03,Airpods,3,599.97
2021-06-18,Macbook,4,5999.96
2020-12-13,iphone 12,7,5599.93
2023-05-19,Airpods,8,1599.92
2022-03-29,iphone 12,5,3999.95
2021-12-30,iphone 13,9,8999.91
2021-10-12,iphone 13,2,1999.98
2023-05-11,iphone 12,8,6399.92
2020-09-19,Macbook,8,11999.92
2022-05-29,iphone 12,7,5599.93
2021-08-28,iphone 12,1,799.99
2020-10-04,iphone 14,2,2399.98
2020-12-24,Airpods,10,1999.9
2021-10-17,Airpods,3,599.97
2020-10-06,Airpods,1,199.99
2021-02-10,iphone 12,1,799.99
2020-09-06,Macbook,3,4499.97
2022-10-28,iphone 13,3,2999.97
2023-02-14,Macbook,9,13499.91
2022-01-24,iphone 14,6,7199.94
2023-04-19,iphone 14,8,9599.92
2021-02-22,iphone 14,6,7199.94
2022-06-25,iphone 13,9,8999.91
2021-03-12,iphone 12,7,5599.93
2020-10-26,iphone 12,5,3999.95
2021-02-08,iphone 13,6,5999.94
2022-05-11,iphone 14,9,10799.91
2021-12-03,Macbook,2,2999.98
2022-06-20,Airpods,3,599.97
2022-10-21,iphone 14,8,9599.92
2020-09-10,iphone 12,6,4799.94
2022-02-23,Airpods,8,1599.92
2023-03-30,iphone 14,6,7199.94
2020-08-11,iphone 12,9,7199.91
2021-09-16,Macbook,8,11999.92
2020-09-06,iphone 13,3,2999.97
2020-08-27,iphone 13,2,1999.98
2021-04-29,Airpods,1,199.99
2022-02-04,Airpods,9,1799.91
2022-08-26,iphone 14,6,7199.94
2022-09-30,Macbook,7,10499.93
2022-12-05,Macbook,6,8999.94
2022-04-15,Airpods,10,1999.9
2021-01-06,iphone 14,3,3599.97
2021-09-16,iphone 12,9,7199.91
2021-10-26,iphone 14,6,7199.94
2021-04-22,iphone 12,2,1599.98
2020-11-30,Macbook,1,1499.99
2023-06-01,iphone 13,4,3999.96
2023-02-28,Airpods,9,1799.91
2021-02-21,Macbook,9,13499.91
2023-05-31,Airpods,4,799.96
2020-09-21,Airpods,4,799.96
2022-06-15,iphone 14,1,1199.99
2021-04-30,iphone 13,4,3999.96
2020-08-02,iphone 14,4,4799.96
2021-12-20,iphone 14,3,3599.97
2022-06-23,iphone 13,5,4999.95
2022-04-28,iphone 14,2,2399.98
2022-09-25,iphone 12,1,799.99
2020-11-10,Airpods,6,1199.94
2021-08-10,Airpods,8,1599.92
2021-07-13,iphone 14,9,10799.91
2021-04-03,iphone 13,6,5999.94
2022-09-07,Airpods,6,1199.94
2022-11-09,Airpods,8,1599.92
2020-09-21,Airpods,3,599.97
2022-07-12,Macbook,1,1499.99
2022-09-05,Airpods,6,1199.94
2020-08-31,iphone 13,9,8999.91
2021-08-26,iphone 13,7,6999.93
2021-09-30,iphone 13,3,2999.97
2023-03-04,iphone 14,1,1199.99
2022-04-27,Airpods,10,1999.9
2021-01-22,iphone 12,7,5599.93
2022-09-24,iphone 14,5,5999.95
2022-01-05,iphone 13,2,1999.98
2022-08-23,Macbook,4,5999.96
2023-01-07,iphone 12,8,6399.92
2023-03-10,Macbook,3,4499.97
2021-01-18,iphone 14,10,11999.9
2020-09-09,Macbook,7,10499.93
2020-09-24,iphone 12,5,3999.95
2022-10-26,iphone 14,4,4799.96
2020-11-28,Airpods,9,1799.91
2023-06-24,Macbook,2,2999.98
2020-10-06,Airpods,2,399.98
2022-07-03,iphone 12,2,1599.98
2021-11-16,Airpods,10,1999.9
2021-11-15,Macbook,8,11999.92
2021-04-16,Airpods,1,199.99
2022-06-17,iphone 12,9,7199.91
2020-09-23,iphone 14,1,1199.99
2021-11-30,iphone 14,5,5999.95
2022-07-15,Macbook,8,11999.92
2020-09-08,Macbook,8,11999.92
2022-02-14,iphone 12,9,7199.91
2022-09-15,iphone 14,5,5999.95
2022-02-09,Airpods,8,1599.92
2023-02-26,iphone 14,2,2399.98
2021-01-24,iphone 14,8,9599.92
2022-09-27,Airpods,7,1399.93
2021-07-31,iphone 14,8,9599.92
2023-03-01,iphone 13,10,9999.9
2021-03-26,iphone 12,10,7999.9
2020-07-20,Airpods,7,1399.93
2020-09-09,iphone 12,2,1599.98
2021-06-02,Macbook,10,14999.9
2023-05-03,Macbook,10,14999.9
2021-09-03,Macbook,9,13499.91
2021-08-18,iphone 12,7,5599.93
2022-09-29,iphone 13,10,9999.9
2021-11-02,iphone 14,8,9599.92
2022-07-06,Macbook,5,7499.95
2023-07-10,iphone 14,3,3599.97
2022-01-07,Macbook,1,1499.99
2021-08-29,Airpods,6,1199.94
2022-01-08,Macbook,3,4499.97
2021-10-19,iphone 13,1,999.99
2021-10-14,iphone 13,4,3999.96
2023-07-13,Airpods,8,1599.92
2023-06-17,Airpods,3,599.97
2021-12-28,Macbook,5,7499.95
2021-08-03,iphone 13,5,4999.95
2022-05-31,iphone 12,1,799.99
2021-01-19,iphone 13,7,6999.93
2023-05-30,iphone 14,4,4799.96
2023-01-24,iphone 12,7,5599.93
2021-09-11,iphone 13,8,7999.92
2023-02-13,iphone 12,10,7999.9
2021-05-29,iphone 12,3,2399.97
2020-08-03,iphone 12,2,1599.98
2022-05-11,iphone 12,7,5599.93
2022-08-04,Macbook,10,14999.9
2022-03-22,Airpods,3,599.97
2023-03-14,Airpods,3,599.97
2020-08-24,Macbook,5,7499.95
2021-12-19,Airpods,6,1199.94
2021-03-23,Macbook,10,14999.9
2021-02-18,iphone 13,2,1999.98
2022-12-25,iphone 13,6,5999.94
2021-01-23,iphone 12,10,7999.9
2022-03-24,iphone 12,2,1599.98
2023-03-18,iphone 14,4,4799.96
2020-12-02,iphone 13,8,7999.92
2023-01-25,Macbook,3,4499.97
2023-05-09,iphone 13,3,2999.97
2021-01-29,iphone 14,2,2399.98
2021-02-19,Airpods,2,399.98
2021-08-14,Macbook,6,8999.94
2021-06-20,iphone 13,5,4999.95
2021-01-22,Macbook,5,7499.95
2023-02-23,iphone 12,10,7999.9
2021-09-28,iphone 14,6,7199.94
2022-03-18,iphone 12,10,7999.9
2023-05-01,iphone 12,6,4799.94
2022-11-05,Airpods,4,799.96
2021-04-30,iphone 12,7,5599.93
2023-07-02,iphone 13,8,7999.92
2022-12-08,iphone 12,3,2399.97
2021-03-15,Airpods,10,1999.9
2022-06-27,iphone 14,9,10799.91
2022-12-04,iphone 14,8,9599.92
2021-02-04,iphone 13,4,3999.96
2021-06-09,Airpods,8,1599.92
2022-04-01,iphone 13,4,3999.96
2022-03-03,Airpods,9,1799.91
2021-07-04,iphone 13,4,3999.96
2021-04-30,Airpods,10,1999.9
2023-03-15,Airpods,1,199.99
2021-10-19,iphone 14,3,3599.97
2022-05-12,Airpods,2,399.98
2021-08-10,iphone 12,10,7999.9
2022-04-19,Airpods,2,399.98
2023-04-23,iphone 14,1,1199.99
2021-04-30,Airpods,4,799.96
2022-04-27,iphone 13,10,9999.9
2020-10-18,Macbook,10,14999.9
2021-04-25,iphone 13,3,2999.97
2021-02-03,iphone 13,7,6999.93
2021-08-19,iphone 13,4,3999.96
2022-05-25,iphone 13,5,4999.95
2020-07-22,iphone 12,4,3199.96
2020-11-30,Macbook,7,10499.93
2023-05-29,iphone 13,1,999.99
2023-04-13,iphone 12,6,4799.94
2021-11-22,iphone 14,5,5999.95
2022-07-03,iphone 13,1,999.99
2022-04-14,iphone 12,10,7999.9
2022-01-13,iphone 14,4,4799.96
2021-11-04,iphone 13,7,6999.93
2020-10-05,Airpods,6,1199.94
2021-09-03,iphone 13,6,5999.94
2023-02-26,Airpods,7,1399.93
2022-11-29,Airpods,2,399.98
2021-01-28,iphone 14,10,11999.9
2021-03-06,iphone 14,2,2399.98
2023-05-25,iphone 13,6,5999.94
2022-07-01,iphone 14,10,11999.9
2022-02-12,Airpods,6,1199.94
2022-07-20,iphone 13,7,6999.93
2021-09-15,iphone 13,7,6999.93
2023-04-03,iphone 14,8,9599.92
2021-11-10,iphone 12,1,799.99
2023-01-15,iphone 12,2,1599.98
2023-03-21,iphone 13,3,2999.97
2021-08-08,iphone 14,1,1199.99
2022-03-05,iphone 12,5,3999.95
2022-05-14,iphone 13,5,4999.95
2023-06-29,iphone 12,7,5599.93
2022-12-29,Macbook,7,10499.93
2021-09-24,Macbook,5,7499.95
2022-02-21,Airpods,9,1799.91
2021-02-04,iphone 14,1,1199.99
2020-08-29,iphone 14,7,8399.93
2022-09-01,Airpods,7,1399.93
2021-11-28,iphone 14,3,3599.97
2022-11-12,Airpods,4,799.96
2021-01-22,iphone 14,5,5999.95
2022-10-03,Airpods,7,1399.93
2020-09-06,Airpods,4,799.96
2023-07-05,Macbook,3,4499.97
2021-01-21,iphone 13,8,7999.92
2022-10-11,iphone 12,6,4799.94
2021-10-15,iphone 13,5,4999.95
2023-04-17,iphone 14,7,8399.93
2020-11-03,Airpods,9,1799.91
2020-12-11,iphone 13,6,5999.94
2021-08-04,Airpods,5,999.95
2022-02-25,iphone 13,10,9999.9
2021-03-17,iphone 12,8,6399.92
2023-02-04,iphone 12,9,7199.91
2021-04-25,iphone 13,3,2999.97
2022-08-29,iphone 14,9,10799.91
2021-12-05,Macbook,1,1499.99
2021-01-30,iphone 13,6,5999.94
2023-05-01,iphone 13,4,3999.96
2023-05-09,iphone 13,7,6999.93
2021-11-20,iphone 14,2,2399.98
2022-07-08,iphone 13,6,5999.94
2022-09-29,Macbook,4,5999.96
2021-08-19,iphone 12,3,2399.97
2021-03-28,iphone 12,10,7999.9
2023-02-26,iphone 14,1,1199.99
2020-08-05,iphone 12,1,799.99
2020-12-14,Airpods,6,1199.94
2022-05-02,iphone 12,6,4799.94
2023-03-20,iphone 13,6,5999.94
2020-07-25,iphone 14,5,5999.95
2023-03-23,iphone 13,7,6999.93
2022-02-22,iphone 12,10,7999.9
2022-09-05,iphone 12,8,6399.92
2021-03-16,iphone 14,7,8399.93
2021-09-04,iphone 12,8,6399.92
2021-05-17,iphone 13,3,2999.97
2021-08-06,iphone 13,1,999.99
2022-10-24,Airpods,10,1999.9
2022-01-02,iphone 13,2,1999.98
2022-11-27,Macbook,9,13499.91
2021-10-29,iphone 13,5,4999.95
2020-07-22,iphone 12,2,1599.98
2022-08-14,iphone 13,1,999.99
2021-04-17,Macbook,1,1499.99
2022-07-16,Airpods,5,999.95
2022-07-22,Macbook,2,2999.98
2023-06-10,iphone 12,5,3999.95
2021-12-15,iphone 14,8,9599.92
2020-10-10,iphone 12,9,7199.91
2021-12-28,Airpods,10,1999.9
2020-10-12,iphone 14,10,11999.9
2023-04-19,iphone 14,1,1199.99
2020-12-07,Airpods,6,1199.94
2022-08-14,Macbook,4,5999.96
2020-10-23,Macbook,10,14999.9
2023-04-26,Airpods,9,1799.91
2021-02-06,Airpods,6,1199.94
2021-08-27,Airpods,8,1599.92
2022-02-01,Macbook,9,13499.91
2022-01-26,iphone 12,1,799.99
2020-11-10,iphone 14,9,10799.91
2022-04-30,iphone 14,9,10799.91
2023-06-29,Airpods,9,1799.91
2023-05-02,Macbook,10,14999.9
2021-07-28,Airpods,9,1799.91
2021-08-11,Macbook,10,14999.9
2020-12-03,iphone 14,9,10799.91
2021-02-21,iphone 12,6,4799.94
2021-05-22,Macbook,8,11999.92
2023-06-21,iphone 13,7,6999.93
2021-05-25,Macbook,5,7499.95
2022-11-10,Macbook,7,10499.93
2021-07-15,Macbook,9,13499.91
2023-02-08,Airpods,1,199.99
2021-06-08,iphone 12,5,3999.95
2022-04-03,Airpods,8,1599.92
2022-05-17,iphone 14,3,3599.97
2021-04-29,Airpods,5,999.95
2023-01-17,iphone 12,2,1599.98
2021-01-02,iphone 12,8,6399.92
2020-09-26,iphone 13,1,999.99
2023-06-13,Macbook,9,13499.91
2020-08-07,iphone 12,6,4799.94
2023-03-18,Airpods,4,799.96
2022-09-30,iphone 13,5,4999.95
2022-03-27,Airpods,9,1799.91
2021-03-29,Airpods,5,999.95
2022-12-26,Macbook,7,10499.93
2022-11-29,iphone 13,10,9999.9
2021-04-07,iphone 12,2,1599.98
2020-07-29,iphone 13,4,3999.96
2022-02-27,Macbook,2,2999.98
2022-08-30,iphone 13,9,8999.91
2022-10-28,iphone 12,10,7999.9
2021-01-31,iphone 13,3,2999.97
2021-02-28,Macbook,9,13499.91
2021-01-26,iphone 13,7,6999.93
2020-08-30,iphone 14,1,1199.99
2021-07-15,Macbook,4,5999.96
2020-08-10,iphone 12,8,6399.92
2022-03-15,iphone 13,7,6999.93
2023-03-07,iphone 12,8,6399.92
2022-09-04,iphone 14,8,9599.92
2022-05-06,iphone 12,7,5599.93
2022-03-20,iphone 12,10,7999.9
2021-10-21,Macbook,8,11999.92
2020-09-24,Macbook,1,1499.99
2022-10-14,iphone 14,2,2399.98
2023-04-12,Airpods,4,799.96
2020-10-16,iphone 12,9,7199.91
2022-08-10,Macbook,1,1499.99
2021-07-27,Airpods,3,599.97
2023-01-10,iphone 12,3,2399.97
2021-06-10,Airpods,9,1799.91
2021-11-07,Macbook,7,10499.93
2022-03-30,iphone 13,1,999.99
2022-05-27,Airpods,10,1999.9
2021-04-03,Airpods,2,399.98
2022-10-31,iphone 12,2,1599.98
2020-12-17,iphone 12,8,6399.92
2022-12-10,iphone 12,7,5599.93
2022-07-05,Macbook,8,11999.92
2023-06-05,iphone 12,1,799.99
2023-05-09,iphone 12,9,7199.91
2023-02-10,iphone 13,7,6999.93
2023-07-07,iphone 13,1,999.99
2022-12-21,Airpods,5,999.95
2022-02-06,Airpods,8,1599.92
2022-08-27,Macbook,10,14999.9
2020-11-06,Airpods,1,199.99
2021-04-28,Macbook,9,13499.91
2022-08-10,iphone 14,5,5999.95
2021-07-30,iphone 12,7,5599.93
2020-08-01,iphone 12,10,7999.9
2023-03-20,Airpods,8,1599.92
2023-04-02,Macbook,7,10499.93
2021-04-04,iphone 13,8,7999.92
2021-08-26,iphone 14,3,3599.97
2022-07-24,Macbook,2,2999.98
2020-12-12,iphone 13,10,9999.9
2022-02-04,Airpods,4,799.96
2022-12-22,Macbook,2,2999.98
2023-03-05,Airpods,8,1599.92
2022-08-01,iphone 13,8,7999.92
2021-02-12,iphone 14,4,4799.96
2021-09-24,iphone 14,7,8399.93
2021-10-31,Airpods,2,399.98
2022-09-30,iphone 14,8,9599.92
2021-12-18,iphone 13,6,5999.94
2021-09-17,iphone 14,4,4799.96
2021-06-03,iphone 12,1,799.99
2021-07-20,iphone 13,5,4999.95
2021-05-04,iphone 14,4,4799.96
2022-05-15,iphone 13,9,8999.91
2021-07-28,Airpods,8,1599.92
2021-12-09,Airpods,9,1799.91
2023-06-15,Airpods,6,1199.94
2023-03-22,Macbook,1,1499.99
2020-10-30,Macbook,8,11999.92
2022-10-26,iphone 12,4,3199.96
2022-04-30,iphone 14,2,2399.98
2020-11-17,Airpods,9,1799.91
2022-04-28,iphone 13,3,2999.97
2021-04-19,iphone 14,10,11999.9
2020-08-20,iphone 14,9,10799.91
2020-09-18,Airpods,2,399.98
2022-01-02,iphone 13,3,2999.97
2021-02-26,iphone 12,2,1599.98
2021-06-08,iphone 12,7,5599.93
2023-03-28,iphone 12,5,3999.95
2023-05-31,iphone 12,9,7199.91
2022-03-10,iphone 13,7,6999.93
2021-06-20,iphone 12,8,6399.92
2020-10-13,iphone 12,3,2399.97
2020-12-21,Airpods,5,999.95
2022-07-21,Macbook,7,10499.93
2021-01-05,iphone 14,7,8399.93
2021-04-15,Airpods,6,1199.94
2023-04-27,Airpods,2,399.98
2023-01-18,Macbook,4,5999.96
2021-07-16,iphone 12,2,1599.98
2022-12-26,Macbook,5,7499.95
2022-05-01,Macbook,4,5999.96
2021-07-07,Macbook,9,13499.91
2023-05-07,Airpods,4,799.96
2021-12-30,iphone 13,7,6999.93
2023-07-08,Macbook,9,13499.91
2023-05-25,iphone 13,3,2999.97
2022-06-08,iphone 12,6,4799.94
2022-03-09,Macbook,7,10499.93
2020-07-30,iphone 12,5,3999.95
2022-08-16,iphone 14,6,7199.94
